Region,Country,Item Type,Sales Channel,Order Priority,Order Date,Order ID,Ship Date,Units Sold,Unit Price,Unit Cost,Total Revenue,Total Cost,Total Profit
Europe,Serbia,Office Supplies,Offline,C,2017-03-01,410514724,4/10/2017,9284,651.21,524.96,6045833.64,4873728.64,1172105.0
Europe,Ukraine,Clothes,Offline,H,2016-09-27,747955071,10/25/2016,5382,109.28,35.84,588144.96,192890.88,395254.08
Europe,Andorra,Clothes,Offline,L,2017-05-14,923160398,6/15/2017,2531,109.28,35.84,276587.68,90711.04,185876.64
Europe,Monaco,Office Supplies,Online,H,2012-10-20,754227149,11/24/2012,1429,651.21,524.96,930579.09,750167.84,180411.25
Europe,Norway,Baby Food,Offline,L,2013-02-24,357943856,3/17/2013,2396,255.28,159.42,611650.88,381970.32,229680.56
Europe,Bosnia and Herzegovina,Baby Food,Online,M,2015-04-01,640295922,4/3/2015,6647,255.28,159.42,1696846.16,1059664.74,637181.42
Europe,Sweden,Fruits,Online,M,2017-01-10,994504153,1/13/2017,4734,9.33,6.92,44168.22,32759.28,11408.94
Europe,Czech Republic,Meat,Offline,M,2017-05-09,920011270,6/12/2017,634,421.89,364.69,267478.26,231213.46,36264.8
Europe,Bosnia and Herzegovina,Vegetables,Online,M,2013-11-25,523707807,12/16/2013,5633,154.06,90.93,867819.98,512208.69,355611.29
Europe,Belgium,Fruits,Online,L,2013-10-17,791692674,11/24/2013,8310,9.33,6.92,77532.3,57505.2,20027.1
Europe,Sweden,Vegetables,Online,C,2012-01-07,715863835,1/26/2012,8872,154.06,90.93,1366820.32,806730.96,560089.36
Europe,Macedonia,Baby Food,Online,M,2015-11-21,525472486,11/23/2015,7840,255.28,159.42,2001395.2,1249852.8,751542.4
Europe,Georgia,Fruits,Online,L,2012-10-28,496826493,12/11/2012,855,9.33,6.92,7977.15,5916.6,2060.55
Europe,Norway,Fruits,Offline,C,2014-10-06,381774747,10/23/2014,4486,9.33,6.92,41854.38,31043.12,10811.26
Europe,Ireland,Vegetables,Online,H,2015-12-02,934718358,12/16/2015,2789,154.06,90.93,429673.34,253603.77,176069.57
Europe,Romania,Meat,Offline,C,2012-03-23,741690289,5/10/2012,1494,421.89,364.69,630303.66,544846.86,85456.8
Europe,Ireland,Household,Offline,H,2012-05-21,143414771,6/3/2012,8473,668.27,502.54,5662251.71,4258021.42,1404230.29
Europe,Lithuania,Vegetables,Online,M,2017-05-01,146349751,6/13/2017,6999,154.06,90.93,1078265.94,636419.07,441846.87
Europe,Georgia,Meat,Offline,C,2017-02-22,104190576,3/12/2017,1162,421.89,364.69,490236.18,423769.78,66466.4
Europe,Poland,Cereal,Online,C,2013-11-06,332268464,12/14/2013,4477,205.7,117.11,920918.9,524301.47,396617.43
Europe,Spain,Meat,Online,M,2013-11-15,459277713,12/4/2013,9336,421.89,364.69,3938765.04,3404745.84,534019.2
Europe,Ireland,Personal Care,Offline,L,2012-04-28,547225844,5/30/2012,5143,81.73,56.67,420337.39,291453.81,128883.58
Europe,Switzerland,Household,Offline,L,2015-07-19,869291770,8/21/2015,1607,668.27,502.54,1073909.89,807581.78,266328.11
Europe,Romania,Clothes,Offline,L,2017-01-12,709276759,3/1/2017,9610,109.28,35.84,1050180.8,344422.4,705758.4
Europe,Albania,Beverages,Online,C,2012-10-09,877062451,10/29/2012,1124,47.45,31.79,53333.8,35731.96,17601.84
Europe,Slovenia,Baby Food,Online,L,2016-10-28,111893022,12/2/2016,486,255.28,159.42,124066.08,77478.12,46587.96
Europe,Slovakia,Beverages,Online,M,2014-10-29,397874438,12/1/2014,8743,47.45,31.79,414855.35,277939.97,136915.38
Europe,Vatican City,Household,Online,C,2014-06-27,672856652,8/3/2014,2091,668.27,502.54,1397352.57,1050811.14,346541.43
Europe,Kosovo,Office Supplies,Online,L,2014-05-15,353383243,6/9/2014,2809,651.21,524.96,1829248.89,1474612.64,354636.25
Europe,Croatia,Office Supplies,Offline,L,2012-11-21,354667699,12/29/2012,2908,651.21,524.96,1893718.68,1526583.68,367135.0
Europe,Switzerland,Snacks,Online,L,2012-03-20,214292466,4/13/2012,2758,152.58,97.44,420815.64,268739.52,152076.12
Europe,Portugal,Household,Offline,H,2015-02-18,655287110,2/22/2015,2873,668.27,502.54,1919939.71,1443797.42,476142.29
Europe,Liechtenstein,Baby Food,Online,H,2015-01-18,295787847,2/16/2015,9052,255.28,159.42,2310794.56,1443069.84,867724.72
Europe,Kosovo,Baby Food,Offline,L,2012-06-10,263852393,6/29/2012,8641,255.28,159.42,2205874.48,1377548.22,828326.26
Europe,Russia,Fruits,Offline,H,2013-03-24,578666484,4/11/2013,9127,9.33,6.92,85154.91,63158.84,21996.07
Europe,Denmark,Personal Care,Offline,C,2014-06-18,597839343,7/26/2014,2802,81.73,56.67,229007.46,158789.34,70218.12
Europe,Vatican City,Vegetables,Offline,L,2016-01-10,700069701,1/21/2016,5037,154.06,90.93,776000.22,458014.41,317985.81
Europe,San Marino,Personal Care,Offline,H,2015-09-29,625751483,10/1/2015,2624,81.73,56.67,214459.52,148702.08,65757.44
Europe,Serbia,Fruits,Online,C,2015-09-26,665817677,10/10/2015,9102,9.33,6.92,84921.66,62985.84,21935.82
Europe,Germany,Cereal,Online,H,2014-11-10,734189975,11/29/2014,1984,205.7,117.11,408108.8,232346.24,175762.56
Europe,Belarus,Beverages,Online,H,2017-03-24,122967326,4/25/2017,7619,47.45,31.79,361521.55,242208.01,119313.54
Europe,France,Cosmetics,Online,C,2014-03-20,637188422,4/29/2014,7069,437.2,263.33,3090566.8,1861479.77,1229087.03
Europe,San Marino,Cereal,Online,H,2016-10-22,518421494,10/22/2016,1296,205.7,117.11,266587.2,151774.56,114812.64
Europe,United Kingdom,Fruits,Offline,M,2013-03-27,104245078,4/21/2013,7290,9.33,6.92,68015.7,50446.8,17568.9
Europe,Cyprus,Baby Food,Online,M,2016-03-17,740300261,4/23/2016,153,255.28,159.42,39057.84,24391.26,14666.58
Europe,Macedonia,Office Supplies,Offline,C,2017-07-17,747826755,7/22/2017,7410,651.21,524.96,4825466.1,3889953.6,935512.5
Europe,Romania,Personal Care,Offline,M,2012-12-21,215540015,12/24/2012,1935,81.73,56.67,158147.55,109656.45,48491.1
Europe,Kosovo,Vegetables,Offline,C,2017-07-23,975080668,8/20/2017,6893,154.06,90.93,1061935.58,626780.49,435155.09
Europe,Bosnia and Herzegovina,Baby Food,Online,L,2012-10-09,638041150,11/28/2012,9410,255.28,159.42,2402184.8,1500142.2,902042.6
Europe,Norway,Snacks,Online,M,2016-02-19,118086564,3/13/2016,3293,152.58,97.44,502445.94,320869.92,181576.02
Europe,Malta,Baby Food,Offline,C,2015-04-27,296073234,6/4/2015,3504,255.28,159.42,894501.12,558607.68,335893.44
Europe,Poland,Snacks,Online,M,2013-01-09,968185460,2/3/2013,6448,152.58,97.44,983835.84,628293.12,355542.72
Europe,Kosovo,Baby Food,Offline,M,2012-09-13,364854514,10/3/2012,7413,255.28,159.42,1892390.64,1181780.46,710610.18
Europe,Luxembourg,Cosmetics,Online,C,2013-09-06,980961358,10/8/2013,7120,437.2,263.33,3112864.0,1874909.6,1237954.4
Europe,France,Fruits,Offline,C,2014-04-09,601886260,5/27/2014,374,9.33,6.92,3489.42,2588.08,901.34
Europe,Portugal,Meat,Online,L,2014-01-30,944609057,3/16/2014,9666,421.89,364.69,4077988.74,3525093.54,552895.2
Europe,Malta,Cosmetics,Offline,H,2012-12-14,310588920,1/6/2013,9018,437.2,263.33,3942669.6,2374709.94,1567959.66
Europe,Armenia,Meat,Offline,M,2015-06-02,251208674,7/19/2015,7084,421.89,364.69,2988668.76,2583463.96,405204.8
Europe,Greece,Fruits,Online,L,2015-10-31,488316380,11/18/2015,2523,9.33,6.92,23539.59,17459.16,6080.43
Europe,Vatican City,Clothes,Online,M,2012-03-23,263647687,3/30/2012,8064,109.28,35.84,881233.92,289013.76,592220.16
Europe,Switzerland,Personal Care,Offline,H,2014-04-19,653800523,4/23/2014,2958,81.73,56.67,241757.34,167629.86,74127.48
Europe,Sweden,Cosmetics,Online,L,2013-08-24,684239947,8/31/2013,661,437.2,263.33,288989.2,174061.13,114928.07
Europe,Vatican City,Personal Care,Online,H,2016-01-27,133276450,3/15/2016,8318,81.73,56.67,679830.14,471381.06,208449.08
Europe,Moldova ,Personal Care,Offline,L,2014-02-17,838895261,2/19/2014,6605,81.73,56.67,539826.65,374305.35,165521.3
Europe,Slovenia,Meat,Online,M,2015-10-10,885397469,11/18/2015,7642,421.89,364.69,3224083.38,2786960.98,437122.4
Europe,Hungary,Personal Care,Offline,H,2014-10-16,302744853,11/2/2014,7785,81.73,56.67,636268.05,441175.95,195092.1
Europe,Greece,Office Supplies,Online,L,2014-03-11,975823962,4/8/2014,6850,651.21,524.96,4460788.5,3595976.0,864812.5
Europe,Denmark,Cosmetics,Offline,M,2013-12-27,860104024,12/30/2013,2749,437.2,263.33,1201862.8,723894.17,477968.63
Europe,Montenegro,Cosmetics,Offline,M,2012-11-16,378714883,12/16/2012,9005,437.2,263.33,3936986.0,2371286.65,1565699.35
Europe,France,Personal Care,Offline,C,2017-03-13,131585586,4/13/2017,7954,81.73,56.67,650080.42,450753.18,199327.24
Europe,Macedonia,Meat,Online,L,2017-02-12,796418511,3/23/2017,6791,421.89,364.69,2865054.99,2476609.79,388445.2
Europe,Montenegro,Beverages,Offline,C,2017-04-27,122144210,5/24/2017,4041,47.45,31.79,191745.45,128463.39,63282.06
Europe,Belarus,Office Supplies,Offline,H,2016-07-06,644592607,7/31/2016,8131,651.21,524.96,5294988.51,4268449.76,1026538.75
Europe,Moldova ,Fruits,Online,H,2014-11-03,598404109,11/18/2014,9929,9.33,6.92,92637.57,68708.68,23928.89
Europe,Czech Republic,Personal Care,Online,C,2012-04-22,577530944,5/15/2012,3095,81.73,56.67,252954.35,175393.65,77560.7
Europe,Finland,Fruits,Offline,H,2016-01-12,182078921,2/14/2016,54,9.33,6.92,503.82,373.68,130.14
Europe,Serbia,Baby Food,Online,H,2014-03-22,302015721,4/17/2014,2018,255.28,159.42,515155.04,321709.56,193445.48
Europe,Latvia,Clothes,Offline,M,2014-09-28,233709084,10/16/2014,8566,109.28,35.84,936092.48,307005.44,629087.04
Europe,Bulgaria,Clothes,Online,H,2014-04-24,380498874,5/13/2014,6927,109.28,35.84,756982.56,248263.68,508718.88
Europe,Luxembourg,Cereal,Online,L,2012-06-30,361659038,8/3/2012,1801,205.7,117.11,370465.7,210915.11,159550.59
Europe,Kosovo,Baby Food,Online,L,2016-12-14,328721082,12/18/2016,4728,255.28,159.42,1206963.84,753737.76,453226.08
Europe,Denmark,Clothes,Offline,H,2014-10-27,184120833,10/31/2014,4301,109.28,35.84,470013.28,154147.84,315865.44
Europe,Liechtenstein,Vegetables,Offline,H,2016-08-14,933720576,10/1/2016,7523,154.06,90.93,1158993.38,684066.39,474926.99
Europe,Latvia,Cosmetics,Online,H,2014-03-14,765101468,4/6/2014,9382,437.2,263.33,4101810.4,2470562.06,1631248.34
Europe,Armenia,Household,Offline,M,2012-09-03,516460692,9/24/2012,1051,668.27,502.54,702351.77,528169.54,174182.23
Europe,Ukraine,Meat,Offline,H,2017-04-25,783594977,5/1/2017,2022,421.89,364.69,853061.58,737403.18,115658.4
Europe,Romania,Snacks,Online,L,2016-04-03,406270396,5/19/2016,3293,152.58,97.44,502445.94,320869.92,181576.02
Europe,Serbia,Cereal,Offline,M,2013-06-15,443125665,7/9/2013,9586,205.7,117.11,1971840.2,1122616.46,849223.74
Europe,Belgium,Beverages,Online,L,2014-06-23,931477820,7/19/2014,3841,47.45,31.79,182255.45,122105.39,60150.06
Europe,United Kingdom,Personal Care,Offline,H,2013-12-23,387098824,1/4/2014,9999,81.73,56.67,817218.27,566643.33,250574.94
Europe,Denmark,Meat,Offline,M,2012-08-12,595922315,9/4/2012,5510,421.89,364.69,2324613.9,2009441.9,315172.0
Europe,Slovakia,Office Supplies,Online,M,2016-03-23,653909957,4/6/2016,5342,651.21,524.96,3478763.82,2804336.32,674427.5
Europe,Serbia,Beverages,Offline,H,2012-08-11,103435266,9/18/2012,7648,47.45,31.79,362897.6,243129.92,119767.68
Europe,Sweden,Meat,Offline,L,2016-12-12,863202941,12/13/2016,9787,421.89,364.69,4129037.43,3569221.03,559816.4
Europe,Cyprus,Clothes,Offline,M,2014-03-08,396552217,4/24/2014,7468,109.28,35.84,816103.04,267653.12,548449.92
Europe,United Kingdom,Cosmetics,Offline,M,2015-05-06,801352488,5/23/2015,6864,437.2,263.33,3000940.8,1807497.12,1193443.68
Europe,France,Fruits,Offline,C,2017-03-12,393709933,4/25/2017,6373,9.33,6.92,59460.09,44101.16,15358.93
Europe,Latvia,Beverages,Offline,L,2016-02-20,136624276,3/8/2016,9014,47.45,31.79,427714.3,286555.06,141159.24
Europe,Macedonia,Baby Food,Offline,H,2014-04-01,200354850,5/4/2014,8307,255.28,159.42,2120610.96,1324301.94,796309.02
Europe,Germany,Meat,Offline,H,2017-05-02,692757356,5/12/2017,1151,421.89,364.69,485595.39,419758.19,65837.2
Europe,Liechtenstein,Baby Food,Offline,L,2012-10-12,651895511,11/1/2012,9223,255.28,159.42,2354447.44,1470330.66,884116.78
Europe,Lithuania,Clothes,Offline,C,2016-06-26,156158483,8/5/2016,9620,109.28,35.84,1051273.6,344780.8,706492.8
Europe,Serbia,Snacks,Offline,C,2013-11-18,703966844,11/30/2013,8288,152.58,97.44,1264583.04,807582.72,457000.32
Europe,Slovenia,Household,Offline,L,2017-02-11,736240041,2/20/2017,8644,668.27,502.54,5776525.88,4343955.76,1432570.12
Europe,Montenegro,Cosmetics,Online,C,2015-05-22,357434880,6/29/2015,1779,437.2,263.33,777778.8,468464.07,309314.73
Europe,Russia,Clothes,Offline,H,2015-08-15,358624064,10/3/2015,3685,109.28,35.84,402696.8,132070.4,270626.4
Europe,Slovenia,Baby Food,Offline,M,2013-03-12,144743001,4/21/2013,1525,255.28,159.42,389302.0,243115.5,146186.5
Europe,Iceland,Beverages,Online,L,2017-02-11,439204919,2/19/2017,9350,47.45,31.79,443657.5,297236.5,146421.0
Europe,Norway,Beverages,Offline,L,2012-12-22,238170993,2/7/2013,8944,47.45,31.79,424392.8,284329.76,140063.04
Europe,Italy,Clothes,Online,M,2012-04-02,134790503,4/26/2012,6360,109.28,35.84,695020.8,227942.4,467078.4
Europe,Montenegro,Vegetables,Online,H,2013-03-30,409112679,5/18/2013,4388,154.06,90.93,676015.28,399000.84,277014.44
Europe,Italy,Meat,Offline,H,2013-07-19,727175891,9/7/2013,6360,421.89,364.69,2683220.4,2319428.4,363792.0
Europe,Sweden,Cosmetics,Online,L,2012-10-26,638593900,12/12/2012,2981,437.2,263.33,1303293.2,784986.73,518306.47
Europe,Albania,Beverages,Offline,H,2013-04-28,833473765,5/25/2013,2264,47.45,31.79,107426.8,71972.56,35454.24
Europe,Denmark,Cosmetics,Offline,M,2014-07-08,606224572,7/15/2014,4177,437.2,263.33,1826184.4,1099929.41,726254.99
Europe,Cyprus,Clothes,Online,H,2012-01-06,325314033,1/30/2012,6506,109.28,35.84,710975.68,233175.04,477800.64
Europe,Kosovo,Meat,Offline,M,2012-11-19,159805858,12/17/2012,8959,421.89,364.69,3779712.51,3267257.71,512454.8
Europe,Switzerland,Snacks,Online,H,2012-04-06,722248780,4/8/2012,8319,152.58,97.44,1269313.02,810603.36,458709.66
Europe,Spain,Vegetables,Online,H,2015-06-01,399115979,6/24/2015,6142,154.06,90.93,946236.52,558492.06,387744.46
Europe,Kosovo,Household,Offline,M,2015-11-25,792792594,1/2/2016,3801,668.27,502.54,2540094.27,1910154.54,629939.73
Europe,Portugal,Cosmetics,Offline,C,2013-05-24,626453149,6/10/2013,263,437.2,263.33,114983.6,69255.79,45727.81
Europe,Armenia,Snacks,Offline,L,2013-07-31,737095344,9/13/2013,1747,152.58,97.44,266557.26,170227.68,96329.58
Europe,San Marino,Fruits,Offline,L,2016-09-18,708320605,10/5/2016,6662,9.33,6.92,62156.46,46101.04,16055.42
Europe,Lithuania,Office Supplies,Offline,M,2013-03-05,433079183,4/19/2013,6609,651.21,524.96,4303846.89,3469460.64,834386.25
Europe,Georgia,Personal Care,Offline,L,2012-05-22,604494225,6/25/2012,2129,81.73,56.67,174003.17,120650.43,53352.74
Europe,Macedonia,Beverages,Offline,M,2016-02-25,935907542,3/21/2016,4695,47.45,31.79,222777.75,149254.05,73523.7
Europe,Ireland,Household,Offline,C,2015-03-14,421660268,4/11/2015,7498,668.27,502.54,5010688.46,3768044.92,1242643.54
Europe,San Marino,Cosmetics,Offline,C,2014-08-22,447183310,9/19/2014,334,437.2,263.33,146024.8,87952.22,58072.58
Europe,Vatican City,Meat,Offline,M,2012-06-13,697617518,7/7/2012,9381,421.89,364.69,3957750.09,3421156.89,536593.2
Europe,United Kingdom,Personal Care,Offline,L,2015-01-22,311688840,2/14/2015,4509,81.73,56.67,368520.57,255525.03,112995.54
Europe,Cyprus,Cosmetics,Offline,M,2015-11-06,385080945,11/7/2015,2864,437.2,263.33,1252140.8,754177.12,497963.68
Europe,Spain,Household,Offline,M,2012-04-23,309148681,5/5/2012,2819,668.27,502.54,1883853.13,1416660.26,467192.87
Europe,Serbia,Baby Food,Offline,L,2014-02-21,630219399,3/14/2014,4780,255.28,159.42,1220238.4,762027.6,458210.8
Europe,Denmark,Snacks,Online,H,2012-04-13,585677134,5/4/2012,3734,152.58,97.44,569733.72,363840.96,205892.76
Europe,Italy,Household,Online,C,2016-12-23,692704999,1/24/2017,5657,668.27,502.54,3780403.39,2842868.78,937534.61
Europe,Kosovo,Office Supplies,Offline,H,2015-05-19,150293242,6/21/2015,3965,651.21,524.96,2582047.65,2081466.4,500581.25
Europe,Germany,Office Supplies,Offline,H,2013-12-19,236042392,1/26/2014,9044,651.21,524.96,5889543.24,4747738.24,1141805.0
Europe,Italy,Baby Food,Offline,L,2012-06-15,314782178,7/12/2012,9896,255.28,159.42,2526250.88,1577620.32,948630.56
Europe,Belgium,Cosmetics,Offline,M,2016-07-27,193472945,9/13/2016,1799,437.2,263.33,786522.8,473730.67,312792.13
Europe,Greece,Cereal,Online,L,2015-08-26,431240689,10/13/2015,2558,205.7,117.11,526180.6,299567.38,226613.22
Europe,Switzerland,Meat,Offline,L,2012-04-26,643259227,4/26/2012,3555,421.89,364.69,1499818.95,1296472.95,203346.0
Europe,Czech Republic,Cosmetics,Online,H,2017-06-06,151312482,7/12/2017,5581,437.2,263.33,2440013.2,1469644.73,970368.47
Europe,Austria,Fruits,Online,M,2012-07-31,750047194,9/18/2012,4487,9.33,6.92,41863.71,31050.04,10813.67
Europe,Switzerland,Fruits,Offline,L,2015-11-29,721318805,12/9/2015,3118,9.33,6.92,29090.94,21576.56,7514.38
Europe,Vatican City,Beverages,Offline,H,2012-02-13,599997556,2/14/2012,1465,47.45,31.79,69514.25,46572.35,22941.9
Europe,Estonia,Beverages,Online,M,2016-11-28,826677262,1/9/2017,1027,47.45,31.79,48731.15,32648.33,16082.82
Europe,San Marino,Vegetables,Offline,L,2012-10-14,354270303,11/27/2012,5310,154.06,90.93,818058.6,482838.3,335220.3
Europe,Netherlands,Personal Care,Offline,C,2013-11-13,933699119,11/24/2013,1173,81.73,56.67,95869.29,66473.91,29395.38
Europe,Switzerland,Baby Food,Offline,C,2015-06-27,726223170,7/31/2015,4429,255.28,159.42,1130635.12,706071.18,424563.94
Europe,Czech Republic,Meat,Online,M,2015-01-09,692555224,2/1/2015,1336,421.89,364.69,563645.04,487225.84,76419.2
Europe,Estonia,Clothes,Offline,C,2016-12-18,660312926,1/5/2017,123,109.28,35.84,13441.44,4408.32,9033.12
Europe,Ukraine,Cosmetics,Online,C,2014-07-08,140461766,7/20/2014,4613,437.2,263.33,2016803.6,1214741.29,802062.31
Europe,San Marino,Snacks,Offline,C,2017-07-22,476453721,8/10/2017,2099,152.58,97.44,320265.42,204526.56,115738.86
Europe,Slovakia,Vegetables,Online,L,2015-12-25,628515231,2/1/2016,479,154.06,90.93,73794.74,43555.47,30239.27
Europe,Czech Republic,Office Supplies,Online,M,2014-05-09,865824210,5/14/2014,5479,651.21,524.96,3567979.59,2876255.84,691723.75
Europe,Belgium,Clothes,Offline,M,2016-09-20,761887109,10/14/2016,8181,109.28,35.84,894019.68,293207.04,600812.64
Europe,Romania,Office Supplies,Online,L,2015-09-27,160578763,10/30/2015,7679,651.21,524.96,5000641.59,4031167.84,969473.75
Europe,Slovakia,Clothes,Online,M,2015-05-09,231369769,5/16/2015,6311,109.28,35.84,689666.08,226186.24,463479.84
Europe,Lithuania,Cosmetics,Online,M,2016-03-28,852392995,4/19/2016,884,437.2,263.33,386484.8,232783.72,153701.08
Europe,Macedonia,Snacks,Offline,M,2012-09-06,597105491,10/20/2012,5639,152.58,97.44,860398.62,549464.16,310934.46
Europe,Andorra,Fruits,Offline,L,2016-03-04,716054379,3/26/2016,5258,9.33,6.92,49057.14,36385.36,12671.78
Europe,Austria,Office Supplies,Offline,C,2015-03-21,511712110,5/7/2015,5839,651.21,524.96,3802415.19,3065241.44,737173.75
Europe,Finland,Baby Food,Offline,C,2014-09-07,481308305,10/16/2014,8678,255.28,159.42,2215319.84,1383446.76,831873.08
Europe,Andorra,Household,Online,C,2014-05-22,266638886,6/19/2014,3227,668.27,502.54,2156507.29,1621696.58,534810.71
Europe,Moldova ,Meat,Online,H,2012-09-17,638314521,10/15/2012,306,421.89,364.69,129098.34,111595.14,17503.2
Europe,Switzerland,Cosmetics,Online,M,2015-04-15,811977040,5/28/2015,905,437.2,263.33,395666.0,238313.65,157352.35
Europe,Russia,Household,Online,H,2017-04-03,549058330,5/11/2017,7416,668.27,502.54,4955890.32,3726836.64,1229053.68
Europe,Greece,Meat,Online,H,2013-11-12,969199979,12/7/2013,6666,421.89,364.69,2812318.74,2431023.54,381295.2
Europe,Ukraine,Beverages,Online,H,2015-03-24,712595832,3/28/2015,1797,47.45,31.79,85267.65,57126.63,28141.02
Europe,Estonia,Fruits,Offline,L,2013-02-25,898211562,3/12/2013,9616,9.33,6.92,89717.28,66542.72,23174.56
Europe,Ireland,Office Supplies,Offline,C,2014-06-15,729373586,7/5/2014,6707,651.21,524.96,4367665.47,3520906.72,846758.75
Europe,Macedonia,Household,Online,H,2017-02-22,241392648,3/16/2017,2304,668.27,502.54,1539694.08,1157852.16,381841.92
Europe,Malta,Meat,Online,H,2015-03-24,901789844,5/5/2015,8509,421.89,364.69,3589862.01,3103147.21,486714.8
Europe,Portugal,Office Supplies,Online,M,2016-11-21,410229337,12/22/2016,4832,651.21,524.96,3146646.72,2536606.72,610040.0
Europe,Switzerland,Beverages,Online,L,2017-04-04,837906920,5/16/2017,4133,47.45,31.79,196110.85,131388.07,64722.78
Europe,Slovakia,Household,Online,C,2016-01-30,704361665,3/1/2016,5124,668.27,502.54,3424215.48,2575014.96,849200.52
Europe,Austria,Snacks,Offline,M,2013-07-11,400267398,7/20/2013,6873,152.58,97.44,1048682.34,669705.12,378977.22
Europe,France,Meat,Online,C,2014-05-19,531281936,6/3/2014,6986,421.89,364.69,2947323.54,2547724.34,399599.2
Europe,Greece,Cosmetics,Online,C,2017-06-20,900808799,6/28/2017,8196,437.2,263.33,3583291.2,2158252.68,1425038.52
Europe,Czech Republic,Meat,Online,H,2015-01-22,756395232,3/13/2015,3013,421.89,364.69,1271154.57,1098810.97,172343.6
Europe,Ireland,Clothes,Online,C,2012-10-02,261187350,10/3/2012,9996,109.28,35.84,1092362.88,358256.64,734106.24
Europe,Slovenia,Clothes,Offline,L,2014-05-16,188866841,5/20/2014,8750,109.28,35.84,956200.0,313600.0,642600.0
Europe,Cyprus,Household,Online,C,2012-06-18,709071195,8/2/2012,8778,668.27,502.54,5866074.06,4411296.12,1454777.94
Europe,Belarus,Cereal,Online,L,2012-12-15,674060428,12/17/2012,8315,205.7,117.11,1710395.5,973769.65,736625.85
Europe,San Marino,Cosmetics,Offline,C,2016-10-27,284595954,10/29/2016,7122,437.2,263.33,3113738.4,1875436.26,1238302.14
Europe,Iceland,Baby Food,Offline,C,2016-05-06,580314862,5/12/2016,6918,255.28,159.42,1766027.04,1102867.56,663159.48
Europe,Luxembourg,Snacks,Online,L,2013-02-21,437604176,4/7/2013,5655,152.58,97.44,862839.9,551023.2,311816.7
Europe,Italy,Beverages,Offline,H,2014-12-05,994978797,1/2/2015,5192,47.45,31.79,246360.4,165053.68,81306.72
Europe,Greece,Beverages,Offline,H,2017-04-30,317006051,6/5/2017,7990,47.45,31.79,379125.5,254002.1,125123.4
Europe,Montenegro,Personal Care,Online,H,2012-04-19,933642041,5/19/2012,4282,81.73,56.67,349967.86,242660.94,107306.92
Europe,Italy,Office Supplies,Offline,M,2016-06-09,764592492,7/19/2016,8764,651.21,524.96,5707204.44,4600749.44,1106455.0
Europe,Hungary,Clothes,Offline,C,2013-06-25,931559789,7/5/2013,8098,109.28,35.84,884949.44,290232.32,594717.12
Europe,Germany,Beverages,Offline,L,2015-11-26,682314765,12/20/2015,956,47.45,31.79,45362.2,30391.24,14970.96
Europe,Spain,Snacks,Online,C,2016-11-11,485165965,12/14/2016,245,152.58,97.44,37382.1,23872.8,13509.3
Europe,Albania,Household,Offline,M,2012-03-31,999879729,5/6/2012,5486,668.27,502.54,3666129.22,2756934.44,909194.78
Europe,Latvia,Cosmetics,Offline,H,2012-03-05,246603858,4/15/2012,4417,437.2,263.33,1931112.4,1163128.61,767983.79
Europe,Slovakia,Beverages,Online,L,2013-10-23,291531503,10/26/2013,9505,47.45,31.79,451012.25,302163.95,148848.3
Europe,Kosovo,Cereal,Offline,H,2017-07-18,483655774,8/5/2017,3346,205.7,117.11,688272.2,391850.06,296422.14
Europe,Bosnia and Herzegovina,Cosmetics,Offline,H,2012-02-12,205354487,2/20/2012,7811,437.2,263.33,3414969.2,2056870.63,1358098.57
Europe,Switzerland,Meat,Online,C,2012-04-21,877084767,6/9/2012,7728,421.89,364.69,3260365.92,2818324.32,442041.6
Europe,Norway,Clothes,Online,C,2012-04-29,709105527,5/1/2012,8938,109.28,35.84,976744.64,320337.92,656406.72
Europe,San Marino,Meat,Online,H,2016-05-23,614321839,7/5/2016,339,421.89,364.69,143020.71,123629.91,19390.8
Europe,Czech Republic,Office Supplies,Offline,H,2012-05-11,189108455,6/30/2012,249,651.21,524.96,162151.29,130715.04,31436.25
Europe,Sweden,Fruits,Offline,L,2015-01-14,452471768,2/10/2015,5306,9.33,6.92,49504.98,36717.52,12787.46
Europe,Germany,Cereal,Offline,M,2016-04-30,174218118,6/13/2016,3867,205.7,117.11,795441.9,452864.37,342577.53
Europe,Germany,Meat,Online,H,2017-05-28,820437371,6/11/2017,4505,421.89,364.69,1900614.45,1642928.45,257686.0
Europe,Slovenia,Personal Care,Offline,L,2012-02-06,410291135,2/22/2012,3119,81.73,56.67,254915.87,176753.73,78162.14
Europe,Andorra,Baby Food,Offline,C,2017-06-24,174614226,8/13/2017,1085,255.28,159.42,276978.8,172970.7,104008.1
Europe,Belarus,Cosmetics,Offline,H,2015-07-30,669550883,9/16/2015,3840,437.2,263.33,1678848.0,1011187.2,667660.8
Europe,United Kingdom,Personal Care,Online,M,2012-06-17,439114367,6/26/2012,2554,81.73,56.67,208738.42,144735.18,64003.24
Europe,Latvia,Snacks,Online,M,2013-02-08,943274819,3/8/2013,4836,152.58,97.44,737876.88,471219.84,266657.04
Europe,Slovakia,Beverages,Online,M,2015-09-02,431753098,10/19/2015,4191,47.45,31.79,198862.95,133231.89,65631.06
Europe,Italy,Meat,Online,M,2016-02-21,290317428,4/2/2016,233,421.89,364.69,98300.37,84972.77,13327.6
Europe,Slovenia,Clothes,Offline,C,2016-06-02,105030000,6/13/2016,9566,109.28,35.84,1045372.48,342845.44,702527.04
